emp_no,first_name,second_name,department,wage,project_completion_rate
2550,Richard,Perez,Research,468.82,57.41168
2551,Tara,Berry,Testing,8324.55,44.40017
2552,Louis,Horton,IT,24359.19,65.37520
2553,Brooke,Cruz,Research,4725.27,29.55662
2554,Christopher,Moyer,Sales,7326.64,62.66162
2555,Lauren,Fowler,Research,11243.09,36.54630
2556,Thomas,Simmons,Research,94754.65,48.38550
2557,Melissa,King,Research,36590.61,50.39156
2558,Edwin,Bailey,Testing,76355.57,52.74485
2559,Aaron,Short,IT,87988.05,40.68398
2560,Miranda,Cole,HR,60135.18,55.31615
2561,Brian,Cross,Sales,73735.23,44.66490
2562,Rachel,Gill,IT,55688.88,46.07632
2563,Douglas,Miranda,Sales,14986.27,44.86872
2564,Patricia,Mccarthy,Sales,69526.98,67.70723
2565,Lawrence,Weiss,HR,78638.59,45.38876
2566,Edward,Hancock,IT,58809.32,48.60855
2567,Joseph,Anderson,Research,65385.27,65.12777
2568,Zachary,Smith,Sales,14777.42,48.80138
2569,Brenda,Gordon,Research,26513.92,48.08669
2570,Christopher,Watson,Research,20580.49,54.81463
2571,Derek,Ford,IT,4599.26,37.82456
2572,Valerie,Williams,Testing,94145.93,76.64686
2573,Aaron,Floyd,Testing,28834,47.33992
2574,Meghan,Moss,Research,2718.15,31.51436
2575,Daniel,Martinez,Research,3861.96,59.62442
2576,Cody,Ramirez,HR,45592.62,40.58003
2577,Amanda,Horne,HR,65324.37,46.96575
2578,Brian,Warner,Testing,6889.98,59.42768
2579,Kimberly,Maldonado,Sales,47973.93,39.73062
2580,Preston,Stanton,Sales,49453.31,47.65563
2581,Travis,Brown,Sales,26914.22,59.03628
2582,Yolanda,White,Research,10695.95,42.95313
2583,Michael,Rowe,HR,4187.32,44.72570
2584,Darlene,Dickson,Research,49218.24,40.65974
2585,Lauren,Tucker,Research,46875.27,52.23321
2586,Joseph,Olson,IT,14414.38,37.76938
2587,Curtis,Martin,IT,11130.8,44.58324
2588,John,Rasmussen,Research,9637.18,69.24893
2589,Brianna,Gray,IT,70640.48,61.32670
2590,John,Bailey,Sales,55231.68,51.49083
2591,Jacob,Powers,HR,27618.44,54.99485
2592,Gerald,Jenkins,Research,20286.45,60.39899
2593,Carol,Turner,Testing,40467.12,46.29637
2594,Stephen,Wilkinson,Sales,22612.1,56.99648
2595,Robert,Armstrong,Research,46371.99,45.21740
2596,Tina,Rivera,Testing,77341.67,43.76092
2597,Alexis,May,HR,75673.04,63.84669
2598,Anita,Wilson,HR,18658.02,64.78271
2599,Cheryl,Daniel,IT,21334.12,63.56026
2600,Robert,Gonzalez,Research,72354.34,58.26981
2601,James,Morse,Sales,12391.01,52.76088
2602,Sharon,Alvarado,HR,33404.18,38.55159
2603,Raymond,Brown,IT,38142.89,42.45710
2604,Timothy,Mathews,Testing,98688.89,40.28541
2605,Travis,Chen,IT,6078.74,49.84120
2606,Michelle,Jackson,Research,74716.19,40.01201
2607,Joseph,James,IT,36174.05,38.17448
2608,Adam,Cooper,Research,58241.37,56.07748
2609,Melissa,Holmes,Sales,93136.4,66.48975
2610,Heather,Brown,HR,11024.89,58.72451
2611,Patrick,Galvan,Testing,75410.67,38.25244
2612,Michael,Burton,Research,62451.8,42.45956
2613,Cory,Parker,IT,94169.33,52.04311
2614,Kathleen,Fuentes,IT,63408.23,68.08772
2615,Barbara,Cook,Research,26073.92,58.68649
2616,Dawn,Lane,HR,27447.87,51.70452
2617,Stephen,Hamilton,Testing,64068.01,43.23091
2618,Alyssa,Shaw,Sales,44407.3,45.92036
2619,William,Burgess,IT,29157.62,42.82005
2620,Natasha,Duffy,IT,99033.28,66.05543
2621,Megan,Young,IT,70915.37,78.11400
2622,Heidi,Pierce,Testing,30715.7,41.74777
2623,Patricia,Parker,Testing,54614.75,39.84685
2624,Stacy,Hahn,IT,30618.92,52.71459
2625,Michael,Hernandez,Research,92415.27,60.08000
2626,Christopher,Smith,HR,76798.14,30.91442
2627,Alexander,Keith,Testing,88563.27,63.85881
2628,Stephanie,Goodman,Sales,38659.6,57.98004
2629,Eric,Norton,Sales,10808.42,26.86277
2630,Sherry,Norton,Research,69691.37,35.03512
2631,Megan,Martinez,IT,27941.7,41.31172
2632,Jonathan,Yang,HR,4011.08,34.47129
2633,Vanessa,Morgan,Sales,72294.24,43.72009
2634,Richard,Spencer,Research,12806.88,41.20629
2635,Mercedes,Copeland,Research,22166.95,62.34817
2636,Amy,Morales,HR,72553.29,38.90986
2637,Lauren,Yang,Sales,60142.88,50.70054
2638,Nicole,Dawson,Research,96404.44,56.44889
2639,Gabriel,Banks,Sales,8929.8,52.87467
2640,Christopher,Branch,Testing,56892.75,59.46087
2641,Roy,Villarreal,Research,28283.85,52.89948
2642,Victor,Vasquez,Research,33650.03,55.40180
2643,Jonathan,Palmer,HR,87823.23,29.92171
2644,Angela,Garcia,IT,98245.16,28.73525
2645,Joel,Thompson,Sales,16080.1,51.33150
2646,Lisa,Moore,HR,91784.53,54.81239
2647,Jacob,Jones,IT,56702.68,76.24376
2648,Thomas,Dennis,IT,71944.59,46.57112
2649,Timothy,Ewing,Testing,90409.08,45.88772
2650,Kathleen,Alexander,HR,13114.14,40.58050
2651,Diane,Cook,IT,70646.43,60.91925
2652,Phillip,Mckee,HR,2386.5,49.17145
2653,Richard,Hernandez,Sales,20434.91,46.01996
2654,Suzanne,Mosley,IT,5308.75,53.70010
2655,Brittney,Noble,Testing,95293.09,40.49291
2656,Alexander,Patel,HR,61309.43,70.57061
2657,Victoria,Jimenez,HR,3517.04,55.60823
2658,Vickie,Miles,Testing,20908.49,59.10577
2659,Crystal,Martinez,HR,86862.33,49.29151
2660,Joseph,Ellis,Sales,62572.16,54.52095
2661,Julie,Ellis,HR,39525.51,53.56105
2662,Peter,Swanson,Research,54695.36,52.96290
2663,Alexander,Scott,Sales,59867.27,44.98879
2664,Luke,Ware,Sales,16029.58,46.30381
2665,Erin,Garcia,Sales,28972.5,53.97467
2666,Jared,Hall,HR,15595.04,44.82959
2667,Melissa,Richards,Sales,98696.06,63.40326
2668,Rachael,Day,Sales,14191.17,42.47466
2669,David,Chavez,IT,67214.3,50.26838
2670,Evan,Ferguson,Testing,67022.64,53.70720
2671,David,Allen,Testing,4926.11,63.91342
2672,Lawrence,Rodgers,Sales,94724.1,48.79669
2673,Robert,Cooper,IT,81439.76,67.47659
2674,Holly,Harris,HR,73236.56,59.19505
2675,Kevin,Grant,Testing,91676.77,62.59900
2676,Michael,Goodwin,IT,6740.1,57.07626
2677,Lisa,Tapia,Sales,1529.14,46.63204
2678,Anne,Randall,Testing,80188.45,48.19639
2679,Elizabeth,Nichols,Research,31752.54,57.30406
2680,Rachel,Clark,IT,99608.72,57.58268
2681,Megan,Cooper,Research,85425.3,54.38324
2682,Patricia,Klein,Sales,42851.96,49.36535
2683,Michael,Thomas,HR,12393.01,53.03245
2684,Edward,Hawkins,Testing,88011.99,41.53440
2685,Lauren,Reynolds,Research,46086.14,44.99466
2686,Victor,May,IT,45354.29,38.52454
2687,Samuel,Ryan,Research,80247.91,49.61229
2688,Renee,Ortiz,IT,61151.46,54.31038
2689,Jodi,Wright,HR,67613.12,50.32537
2690,Cindy,Moss,Research,58105.49,33.22889
2691,Jamie,Scott,Sales,12758.88,40.55439
2692,Jasmine,Bender,Research,30219.31,59.38275
2693,Robert,Johnson,HR,93279.62,59.99505
2694,Deborah,Middleton,HR,19121.94,57.77301
2695,Mary,Ritter,Testing,18590.61,30.21233
2696,Juan,Riley,Testing,55235.84,55.23709
2697,Jonathan,Mercer,Testing,10289.4,51.66091
2698,Daniel,Higgins,IT,37693.69,40.73894
2699,Tara,Johnson,HR,86343.72,59.59932
2700,Amanda,Williams,HR,88623.35,39.83206
2701,Kevin,Barber,Testing,40410.79,51.20670
2702,Connor,Greene,Sales,26640.99,54.58825
2703,Bethany,Ryan,Sales,7582.84,70.31409
2704,Lori,Valdez,Sales,37786.62,54.55840
2705,Gina,Schneider,Sales,43684.14,46.37801
2706,Theresa,Wiggins,Testing,40072.72,35.12932
2707,Connor,Wilson,HR,884.6,51.64482
2708,Adam,Lee,Research,97485.78,52.23837
2709,Maurice,Hernandez,Research,40932.71,53.81655
2710,Joe,Hudson,HR,57131.26,55.69932
2711,John,Hebert,IT,44710.56,66.23878
2712,Christopher,Wyatt,Testing,1590.08,40.10390
2713,Lisa,Strong,Testing,12473.78,52.30344
2714,Felicia,Glass,HR,42458.51,63.50512
2715,Jordan,Murray,Sales,53241.84,46.29719
2716,Tracy,Moreno,Testing,58523.01,39.71448
2717,Barbara,Drake,HR,67.05,48.54522
2718,Karen,Estrada,Sales,18941.78,56.17349
2719,Benjamin,Salinas,Sales,41823.83,51.89687
2720,Maxwell,Soto,Testing,82326.45,30.76631
2721,Morgan,Heath,Testing,59657.92,41.00465
2722,Laura,King,Research,78324.55,54.74379
2723,Tanya,Mullins,HR,94607.29,64.83926
2724,Mary,Davis,IT,14055.09,53.29860
2725,Lisa,Collins,Testing,16114.32,47.85264
2726,Amanda,Singh,Research,42043.59,53.62704
2727,Mr.,John,IT,2846.84,46.20574
2728,Melissa,Williams,HR,39646.45,66.83778
2729,Mark,Wagner,Research,76467,55.40432
2730,Mr.,Tyler,Research,42293.07,65.48823
2731,Jennifer,Murphy,Research,37138.2,33.64712
2732,Scott,White,IT,3272.3,42.76108
2733,Jeffrey,Gibson,IT,70238.3,37.40173
2734,Kenneth,Williams,Research,82401.17,50.29053
2735,Mikayla,Jones,Sales,13879.84,51.81232
2736,Daniel,Grant,Research,37143.67,56.40189
2737,Ronald,Morrison,Sales,96328.06,49.57933
2738,Russell,Lozano,IT,61396.39,60.11165
2739,Renee,Hudson,Sales,20086.18,26.52027
2740,Derek,Lewis,Sales,51108.42,63.17750
2741,Mark,Duran,Testing,85971.22,48.16656
2742,Laura,Watson,HR,65440.63,61.29093
2743,Theresa,Schwartz,Sales,43106.43,55.26774
2744,Andrew,Flores,HR,79063.93,57.74426
2745,Kayla,Jordan,IT,24553.71,48.17367
2746,Melinda,Perez,IT,64656.89,30.39191
2747,Megan,White,Sales,3407.52,55.19303
2748,Mrs.,Karen,HR,30561.76,52.36177
2749,Molly,Hicks,Sales,71717.7,54.67458
2750,Sarah,Gonzalez,Testing,70483.41,49.07929
2751,Jermaine,Cox,HR,97969.97,51.87876
2752,Jeffrey,West,IT,13992.13,54.64324
2753,Kimberly,Garrison,Sales,4211.05,53.73411
2754,Krista,Olson,Research,62126.11,57.41772
2755,Cindy,Hatfield,IT,80962.88,48.77276
2756,Mr.,Marc,Research,58395.3,60.48490
2757,Jennifer,Smith,Sales,15506.91,47.61726
2758,Melissa,Santiago,Research,33765.05,58.47137
2759,Lisa,Grimes,HR,25781.8,64.60648
2760,Michael,Love,Testing,21075.22,64.45369
2761,Jesse,Robertson,Testing,4815.96,71.41619
2762,Shelia,Matthews,HR,46696.92,52.09517
2763,Christopher,Willis,HR,25810.49,47.91288
2764,Sabrina,Wagner,HR,63457.61,49.52607
2765,Phillip,Perez,HR,39513.53,54.73980
2766,Matthew,Benson,Research,39100.39,40.43178
2767,Brenda,Lucas,HR,5727.39,49.07286
2768,Emily,Miller,Testing,10550.77,43.08487
2769,David,Sullivan,IT,38907.54,41.76911
2770,Nicole,Miller,IT,20320.19,57.33452
2771,Dorothy,Coleman,Sales,90479.11,48.25812
2772,Tyler,Daugherty,Sales,58763.21,46.72870
2773,Timothy,Dorsey,Sales,1157.69,62.95541
2774,Julie,Gentry,HR,39756.05,49.44234
2775,Sandra,Jackson,IT,43679.97,51.19965
2776,Richard,Galvan,Testing,42992.2,44.73599
2777,Eric,Montgomery,IT,86786.12,52.07503
2778,Laura,Collins,HR,74152.98,55.56370
2779,Rachel,Diaz,IT,42323.23,41.37647
2780,Frank,Adams,Research,63217.98,39.22512
2781,Crystal,Taylor,Sales,36574.52,56.88403
2782,Sara,Ballard,Testing,79180.69,65.26811
2783,Erik,Sullivan,Sales,9503.81,65.24890
2784,Ann,Gonzales,Sales,59111.8,51.26314
2785,Frances,Gibbs,Research,77161.78,64.44204
2786,Austin,Diaz,HR,25178,52.70314
2787,Kayla,Rivera,IT,94008.36,56.89627
2788,Kevin,Walker,HR,26395.69,45.16801
2789,Briana,Johnson,Sales,12531.86,80.06380
2790,Patricia,Zamora,IT,487.34,37.89884
2791,Rebecca,Rhodes,Research,61951.21,46.56344
2792,Patrick,Miller,HR,23758.69,37.98570
2793,Heidi,Robinson,Testing,59071.56,46.39716
2794,Daniel,Reynolds,Testing,33895.04,57.55794
2795,Kelly,Williams,Testing,43043.17,55.61926
2796,Jeffrey,Hernandez,Sales,91554.09,61.89375
2797,Darren,Sims,HR,44208.02,72.42201
2798,Taylor,Bailey,Research,63460.5,39.07850
2799,Katelyn,Rice,IT,54681.92,37.09962
2800,Gabrielle,Wilkinson,Sales,3657.61,57.57873
2801,Kristi,Ellis,Testing,4231.79,39.78381
2802,Shawn,Mueller,HR,40575.11,28.34592
2803,Brittany,Thompson,IT,38284.21,29.68690
2804,Maria,Rodriguez,Sales,20065.5,52.09902
2805,Joseph,Kelley,IT,33178,44.49626
2806,Rodney,Jones,IT,78475.91,42.47504
2807,Larry,Johnson,Testing,55638.51,55.08356
2808,Ellen,Fox,HR,95212.42,65.03904
2809,Mackenzie,West,HR,1340.66,58.28304
2810,John,Anderson,HR,55575.05,49.36619
2811,James,Porter,Research,48272.22,52.49177
2812,Richard,Lloyd,Sales,58685.69,46.69206
2813,Thomas,Smith,IT,9725.35,47.61508
2814,Douglas,Williams,Sales,24617.68,42.19376
2815,Michelle,Thompson,HR,44729.91,56.06938
2816,Victoria,Elliott,IT,22194.11,41.47495
2817,Erica,Smith,Research,2895.88,64.78081
2818,Allison,Vance,IT,17593.12,50.90447
2819,Tina,White,Testing,83302.06,32.71615
2820,John,Bowman,IT,50803.48,38.24177
2821,Mathew,Ball,Testing,2929.77,58.18204
2822,William,Byrd,Research,79695.85,43.90759
2823,Laurie,Graves,HR,13871.07,47.50905
2824,Mark,Hampton,Sales,67875.01,54.91872
2825,Nicholas,Gutierrez,HR,58443.89,31.93002
2826,Richard,Berg,Sales,6311.01,50.39968
2827,Dennis,Miller,HR,23583.46,42.45231
2828,Deanna,Williams,HR,74070.26,49.20427
2829,Karen,Roberts,HR,82303.7,47.60773
2830,Andrew,Beck,IT,37535.16,40.22437
2831,Alicia,Mcdaniel,Sales,82940.77,46.14086
2832,Christian,Fowler,Sales,42471.78,55.33557
2833,Philip,Meyers,Testing,87569.76,45.77280
2834,Jesse,Perez,Testing,84090.02,49.95108
2835,Mary,Tate,Testing,98552.27,45.27768
2836,Donna,Perez,Testing,36974.08,30.57789
2837,Alexander,Thompson,HR,6369.43,32.49748
2838,Philip,Larsen,Sales,80943.36,44.40385
2839,Robert,Young,Research,99432.21,40.88769
2840,Amy,Anderson,IT,99920.33,53.73474
2841,John,Smith,Testing,81590.92,52.43917
2842,Priscilla,Murray,Research,95734.38,35.43938
2843,Kim,Chang,Testing,73888.29,62.61375
2844,Antonio,Gibson,Testing,80573.49,42.98942
2845,Kristen,Gutierrez,IT,46466.5,64.76666
2846,Kenneth,Cameron,Testing,90367.27,62.22265
2847,Timothy,Mccall,IT,71545.58,49.16452
2848,Julie,Hayes,Testing,53483.27,60.47569
2849,Richard,Munoz,Sales,32217.16,53.84533
2850,Michelle,Carroll,Testing,32436.26,47.19872
2851,Jamie,Lee,Research,87577.97,50.64682
2852,James,Baird,HR,2144.83,49.38672
2853,Timothy,Harris,HR,32110.63,53.21830
2854,Gregory,Bean,Sales,64081.42,56.03294
2855,Brian,Cooke,Research,39228.31,54.91802
2856,Timothy,Patton,Sales,60324.4,40.53691
2857,Brian,Duarte,Testing,56613.05,60.06807
2858,Adam,Cooley,Research,45395.51,48.15981
2859,Joy,Guzman,IT,34668.62,47.77104
2860,Laura,West,Sales,67828.61,43.69070
2861,Troy,Torres,Research,17682.49,61.70125
2862,Jessica,Stevenson,HR,63045.05,44.24075
2863,Mark,Romero,Testing,19932.77,51.72575
2864,Deborah,Diaz,IT,80720.22,45.46846
2865,Joseph,Vang,Testing,39758.85,40.79242
2866,Eduardo,Bates,IT,41601.22,52.74650
2867,Zachary,Salazar,HR,63842.02,52.49244
2868,Kevin,Meyer,Sales,59973.75,48.68542
2869,Karen,Gillespie,IT,48823.3,36.63076
2870,Lance,Salas,Testing,39769.7,36.00537
2871,Shelby,Beck,Research,90887.45,32.25129
2872,Amanda,Meyer,Testing,61449.42,58.22621
2873,Lisa,Jordan,IT,94340.63,60.04780
2874,Carolyn,Gutierrez,Sales,74712.83,47.79764
2875,Susan,Hernandez,HR,6552.97,43.08149
2876,Charles,Green,Research,95298.85,39.61630
2877,Anthony,Munoz,Sales,19722.94,40.18849
2878,Donald,Schultz,Research,75985.2,62.07902
2879,Rachel,Martinez,Research,3808.47,48.84035
2880,Tammy,Johnson,Research,50069.52,55.20709
2881,George,Chambers,Research,6358.17,46.11096
2882,Andrew,Baldwin,IT,25340.8,41.86734
2883,Karen,Romero,Testing,29044.19,52.22895
2884,Stacy,Ewing,HR,58862.65,55.20666
2885,Eric,Scott,Research,99975.25,62.35352
2886,Cynthia,Smith,HR,14246.01,57.86412
2887,Chelsey,Brown,Research,33928.12,47.02235
2888,David,Fuller,HR,73855.01,74.92790
2889,Michael,Wright,Testing,56390.35,57.16505
2890,Marilyn,Graham,IT,25000.76,45.80965
2891,Barbara,Love,IT,42896.42,48.96739
2892,Dr.,Steve,HR,46186.04,51.42363
2893,Kelly,Preston,HR,82180.14,60.94574
2894,April,Lopez,Testing,41434.03,43.59896
2895,Rhonda,Cunningham,HR,39991.99,45.16284
2896,Vincent,Perez,Sales,94260.47,56.19064
2897,Joseph,Hernandez,IT,30323.01,45.43917
2898,Michael,Russell,Testing,70130.55,49.65063
2899,Henry,Dillon,IT,81383.25,50.00104
2900,Daniel,Walker,IT,27545.81,44.90772
2901,Joan,Hamilton,IT,91541.51,54.67848
2902,Alex,Mora,Testing,16702.32,58.62413
2903,Paul,Eaton,IT,7757.28,39.41377
2904,Courtney,Hall,IT,93362.63,32.27738
2905,Richard,Mccullough,Research,46707.46,47.99028
2906,Justin,Murphy,Sales,85657.52,23.08752
2907,Tracy,Watkins,HR,23374.54,39.73011
2908,Sandy,Gonzalez,Sales,41034.69,78.91191
2909,Steven,Mcfarland,HR,28980.6,46.83327
2910,Raymond,Wells,IT,44696.78,48.91738
2911,Raymond,Brown,Sales,50899.15,37.03666
2912,Adam,Garrett,Research,24122.42,44.28122
2913,Annette,Hall,Sales,68391.47,63.64163
2914,Maria,Martin,Sales,36243.12,51.71742
2915,Lisa,Gutierrez,IT,60552.4,49.06080
2916,David,Morrison,IT,11696.59,38.75474
2917,Barbara,Williams,Sales,19606.23,38.06446
2918,Cody,Lowe,Sales,7824.79,39.54745
2919,Dr.,Charles,Sales,60188.83,47.94166
2920,Rebecca,Taylor,Testing,75427.3,47.14818
2921,Cynthia,Taylor,HR,67673.67,55.20030
2922,Cheryl,Nelson,Research,14197.19,52.92414
2923,Jimmy,Green,HR,87609.29,46.19501
2924,Mark,Sanchez,Research,95405.12,54.76341
2925,Randall,Pope,HR,57868.98,52.21293
2926,Carol,Clark,Research,92667.95,54.36870
2927,David,Harris,HR,26533.05,44.44427
2928,Randy,Klein,HR,57890.59,44.10684
2929,Mrs.,Sarah,IT,5307.52,62.19223
2930,Rebecca,Gutierrez,Research,95829.43,51.56377
2931,Juan,Armstrong,IT,15272.75,66.61030
2932,Heather,Lopez,IT,66309.06,54.31022
2933,Peter,Vasquez,Research,87516.2,39.83361
2934,Paul,Stevens,Sales,57963.1,43.54614
2935,Joy,Wilson,Sales,20944.14,57.65071
2936,Whitney,Bond,Sales,4074.53,47.20421
2937,John,Kim,Testing,72234.85,29.46858
2938,Kimberly,Davis,Research,15395.08,55.64885
2939,Justin,Brown,HR,21079.69,61.18168
2940,Luis,Morse,IT,16866.17,43.07938
2941,Emily,Martin,Testing,12684.1,50.94800
2942,Jessica,Bender,Sales,42987.67,41.59689
2943,Noah,Kent,IT,45609.04,58.18374
2944,Anthony,Oneill,Research,53301.07,60.05817
2945,Gregory,Swanson,Testing,72696.72,38.27712
2946,Raymond,Miller,Sales,59470.99,46.99987
2947,Mrs.,Stephanie,Research,13904.4,74.21424
2948,Donna,Shaw,Testing,49916.79,57.27361
2949,Monica,Hill,Testing,52915.71,42.54613
2950,Thomas,Green,IT,7630.46,49.86657
2951,Christopher,Baker,HR,71380.43,46.16718
2952,Chad,Campbell,Research,70072.18,59.80644
2953,Maria,Dorsey,IT,7343.87,51.43079
2954,Victoria,Trevino,Sales,60080.22,36.21388
2955,Holly,Nelson,Research,95075.77,47.14249
2956,Pamela,Chen,Testing,57356.1,46.60261
2957,Lisa,Dyer,Testing,43641.99,57.93378
2958,Nancy,Vance,HR,91346.21,62.59611
2959,Michelle,Hill,IT,37074.8,63.91543
2960,Jeffrey,Hill,Research,42443.99,49.05934
2961,Crystal,Bell,Research,35407.34,51.87245
2962,Kyle,French,Sales,20314.47,58.11606
2963,Chad,Morales,Sales,78572.93,50.86673
2964,Wendy,Austin,Research,9541.88,68.79870
2965,Elizabeth,Diaz,IT,98277.26,43.66791
2966,Barbara,Cardenas,HR,76732.04,44.69542
2967,Melissa,Hill,IT,10340.77,45.58180
2968,Dana,Mann,HR,71175.19,60.71581
2969,Michelle,Barnett,Sales,89880.86,38.46678
2970,Dana,Contreras,IT,99088.13,47.21608
2971,Michael,Ford,Sales,43455.29,45.48745
2972,Shawn,Odonnell,IT,34127.61,52.91505
2973,Juan,Stanley,IT,50322.07,50.36802
2974,Louis,Norton,IT,54150.37,50.83984
2975,Christina,Daniels,HR,41796.22,46.44428
2976,Amy,Rodriguez,IT,80644.18,62.29922
2977,Carrie,Johnson,HR,64678.96,56.84820
2978,Gregory,Anderson,Sales,15200.07,55.76259
2979,Julie,Williamson,Testing,24722.3,48.83770
2980,Megan,Dennis,Research,7316.74,45.41056
2981,Barbara,Nash,Sales,86769.98,34.41135
2982,Charles,Carter,Testing,52450.27,49.74000
2983,Lisa,Griffin,Research,73266.14,50.39909
2984,Anthony,Jones,Testing,79315.69,49.31118
2985,Susan,Ritter,IT,88937.18,52.04972
2986,Nathaniel,Morton,Testing,58819.08,54.52181
2987,Stephanie,Williams,Testing,12514.96,51.23206
2988,Carl,Preston,Research,3776.86,59.43932
2989,Kelly,Barron,Sales,43686.03,56.30186
2990,Laura,Wood,Sales,78093.2,53.97808
2991,Benjamin,Sanchez,IT,73444.83,49.39199
2992,Shelby,Campbell,Testing,82064.36,47.06394
2993,Kevin,Calhoun,Testing,92654.5,38.90190
2994,Deanna,Daniels,Research,43298.16,73.68933
2995,Diana,Flores,HR,70953.68,58.32251
2996,Ryan,Dixon,IT,19299.95,52.06419
2997,Alec,King,Research,97871.92,46.84538
2998,Jillian,Jackson,HR,1583.96,33.28287
2999,Charlene,Cruz,Testing,76531.66,46.83395
3000,Tami,Morrison,IT,31910.94,46.63285
3001,Theresa,Williams,Testing,27693.25,40.58732
3002,Joshua,Brewer,IT,29012,52.59952
3003,Kevin,Roberts,Sales,46778.06,57.61003
3004,Kelly,Morris,Research,3743.59,46.95818
3005,Erica,Williams,HR,96469.01,63.84404
3006,Mr.,Chad,Sales,62644.44,46.16640
3007,Carrie,Alexander,HR,92804.15,25.48880
3008,Martin,Griffith,HR,58299.41,55.13654
3009,Cassandra,Williams,Testing,88070.04,53.06366
3010,Anthony,Richardson,Research,13477.58,61.83736
3011,David,Brooks,Research,85439.71,48.47166
3012,Vanessa,Tucker,HR,68331.01,47.35053
3013,Tony,Barajas,IT,1562.88,53.31741
3014,John,Lee,Research,11588.22,34.40142
3015,Betty,Patterson,Sales,9082.23,56.39208
3016,Brett,Morrison,HR,27998.91,47.27310
3017,Martin,Robinson,Research,38722.01,51.86357
3018,Robert,Sosa,Sales,53017.97,52.21811
3019,Howard,Diaz,Testing,50133.6,46.21477
3020,James,Hicks,IT,58770.26,59.63279
3021,Mary,Diaz,IT,4487.22,41.29230
3022,Amber,Beck,Research,17708.96,47.51855
3023,Arthur,Kirk,Testing,2434.92,59.22155
3024,Vincent,Maynard,Testing,6688.37,56.78192
3025,Carol,Palmer,Testing,98413.27,54.87965
3026,Kristin,Hernandez,IT,94223.55,33.71964
3027,Betty,York,Research,54729.91,42.33560
3028,Melanie,Thornton,HR,57719.65,64.18071
3029,Jose,Young,IT,18841.91,54.36361
3030,Jennifer,Green,Sales,24227.46,39.61225
3031,Michael,Mccarthy,HR,38141.41,39.58673
3032,Laura,Murray,HR,81609.72,51.88454
3033,Donald,King,HR,32632.09,61.70688
3034,Kyle,Yoder,Research,40169.13,54.28299
3035,Caleb,Harmon,Testing,36453.95,45.25857
3036,Colleen,Jenkins,Testing,47185.02,59.57711
3037,Kevin,Christian,Testing,49234.14,73.99345
3038,Theresa,Ford,Testing,93102.61,41.65399
3039,Brianna,Johnson,Sales,54647.2,48.50306
3040,Joan,Fisher,HR,33926.47,36.31715
3041,Carrie,Reynolds,Sales,65217.29,61.13400
3042,Sean,Sparks,Research,60963.1,41.49028
3043,Carolyn,Ward,Research,92473.47,45.51108
3044,Kristin,Henry,Sales,62419.28,45.03193
3045,Christopher,Mathis,Testing,17518.52,42.27821
3046,Collin,Johnson,IT,42614.65,37.19151
3047,Justin,Martin,IT,53467.62,43.16049
3048,Ricky,Adams,Research,61250.54,41.13147
3049,Lisa,Frazier,Research,45411.18,40.95527
3050,Samantha,Cruz,HR,36103.04,55.01145
3051,Maria,Weaver,IT,32257.37,27.93303
3052,Jason,Delacruz,IT,5164.66,46.30374
3053,Bonnie,Davis,Testing,9478.56,62.52456
3054,Amanda,Payne,Sales,76288.83,62.34798
3055,Patricia,Clark,Testing,45720.42,64.52548
3056,Wendy,Conley,Sales,12831.07,72.38210
3057,Michelle,English,Research,86629.42,41.99424
3058,Meghan,Hunt,Sales,79048.86,43.45986
3059,Elizabeth,Oconnell,Sales,43884.38,58.78529
3060,Ryan,Molina,IT,49788.77,42.43092
3061,Ashley,Castillo,HR,90756.24,48.04760
3062,William,Donovan,Research,15013.07,48.92538
3063,Denise,Sandoval,HR,48561.32,53.49490
3064,Eric,Turner,HR,24308.44,54.05915
3065,Brenda,Hall,IT,21364.3,43.12188
3066,Jacob,Gray,IT,53192.94,66.05135
3067,Taylor,Glenn,HR,69968.48,58.56286
3068,Michelle,Jones,Testing,43363.36,47.60276
3069,Joseph,Singh,Sales,84289.05,55.36116
3070,Tyler,Bradley,Sales,17541.6,42.84007
3071,Yvonne,Marshall,HR,65443.12,48.18779
3072,Alicia,May,Testing,43310.45,48.49278
3073,Michael,Hanson,Research,86790.67,76.31654
3074,David,Garcia,IT,61519.25,38.93048
3075,Vickie,Lee,HR,43807.91,53.90107
3076,Donna,Lynn,HR,92649.11,45.25260
3077,Jason,Williams,IT,10221.8,52.76859
3078,Bryan,Ramos,Sales,97319.56,46.79608
3079,John,Meyer,IT,31733.78,31.34312
3080,Erika,Cunningham,Testing,69176.51,59.45835
3081,Patrick,Hahn,Research,84616.78,41.00879
3082,Brittney,Bauer,Research,26013.26,57.96317
3083,Danny,Davis,HR,2032.36,70.45030
3084,Donald,Aguilar,Research,42458.2,59.98099
3085,John,Hall,HR,84932.01,50.16298
3086,Keith,Kelly,IT,18321.38,45.14524
3087,Steve,Obrien,Sales,33106.31,55.67486
3088,Jane,Richmond,HR,91436.06,43.06906
3089,Brian,Lopez,HR,86768.33,62.44497
3090,Pamela,Mccoy,Research,76897.78,56.35213
3091,Travis,Mitchell,IT,56900.42,40.04079
3092,Kim,Wright,Research,76964.57,44.12152
3093,Tanya,Richards,Research,43397.7,65.30210
3094,Ryan,Miller,Sales,19899.82,29.20544
